season,team,gsis_id,pff_id,pfr_id,fbdb_id,full_name,first_name,last_name,position_nfl_team,position_pff,height,weight,college,birth_date,draft_yr,draft_type,draft_rnd,draft_pick,draft_team,week1_age
2016,BUF,00-0033037,10714,WashAd00,adolphus-washington-washiad01,Adolphus Washington,Adolphus,Washington,DE,DI,76,295,Ohio State,1992-11-24,2016,Standard,3,80,BUF,23.7973990417522
2018,WAS,00-0034840,13612,AlexAd00,adonis-alexander-alexaad01,Adonis Alexander,Adonis,Alexander,DB,CB,75,197,Virginia Tech,1996-11-07,2018,Supplemental,6,NA,WAS,21.8370978781656
2021,NYG,00-0033878,11773,JackAd00,adoree-jackson-jacksad01,Adoree' Jackson,Adoree',Jackson,DB,CB,71,185,Southern California,1995-09-18,2017,Standard,1,18,TEN,25.9849418206708
2020,TEN,00-0033878,11773,JackAd00,adoree-jackson-jacksad01,Adoree' Jackson,Adoree',Jackson,CB,CB,71,185,Southern California,1995-09-18,2017,Standard,1,18,TEN,24.9883641341547
2019,TEN,00-0033878,11773,JackAd00,adoree-jackson-jacksad01,Adoree' Jackson,Adoree',Jackson,CB,CB,71,185,Southern California,1995-09-18,2017,Standard,1,18,TEN,23.9726214921287
2018,TEN,00-0033878,11773,JackAd00,adoree-jackson-jacksad01,Adoree' Jackson,Adoree',Jackson,CB,CB,71,185,Southern California,1995-09-18,2017,Standard,1,18,TEN,22.9760438056126
2017,TEN,00-0033878,11773,JackAd00,adoree-jackson-jacksad01,Adoree' Jackson,Adoree',Jackson,CB,CB,71,185,Southern California,1995-09-18,2017,Standard,1,18,TEN,21.9794661190965
2021,GB,00-0031584,9575,AmosAd00,adrian-amos-amosad01,Adrian Amos,Adrian,Amos,DB,S,72,214,Penn State,1993-04-29,2015,Standard,5,142,CHI,28.37234770705
2020,GB,00-0031584,9575,AmosAd00,adrian-amos-amosad01,Adrian Amos,Adrian,Amos,DB,S,72,214,Penn State,1993-04-29,2015,Standard,5,142,CHI,27.3757700205339
2019,GB,00-0031584,9575,AmosAd00,adrian-amos-amosad01,Adrian Amos,Adrian,Amos,SS,S,72,214,Penn State,1993-04-29,2015,Standard,5,142,CHI,26.3600273785079
2018,CHI,00-0031584,9575,AmosAd00,adrian-amos-amosad01,Adrian Amos,Adrian,Amos,SS,S,72,214,Penn State,1993-04-29,2015,Standard,5,142,CHI,25.3634496919918
2017,CHI,00-0031584,9575,AmosAd00,adrian-amos-amosad01,Adrian Amos,Adrian,Amos,SS,S,72,214,Penn State,1993-04-29,2015,Standard,5,142,CHI,24.3668720054757
2016,CHI,00-0031584,9575,AmosAd00,adrian-amos-amosad01,Adrian Amos,Adrian,Amos,FS,S,72,214,Penn State,1993-04-29,2015,Standard,5,142,CHI,23.3702943189596
2015,CHI,00-0031584,9575,AmosAd00,adrian-amos-amosad01,Adrian Amos,Adrian,Amos,FS,S,72,218,Penn State,1993-04-29,2015,Standard,5,142,CHI,22.3737166324435
2020,CLE,00-0027958,6172,ClayAd00,adrian-clayborn-claybad01,Adrian Clayborn,Adrian,Clayborn,DE,ED,75,280,Iowa,1988-07-06,2011,Standard,1,20,TB,32.1889117043121
2019,ATL,00-0027958,6172,ClayAd00,adrian-clayborn-claybad01,Adrian Clayborn,Adrian,Clayborn,DE,ED,75,280,Iowa,1988-07-06,2011,Standard,1,20,TB,31.1731690622861
2018,NE,00-0027958,6172,ClayAd00,adrian-clayborn-claybad01,Adrian Clayborn,Adrian,Clayborn,DE,ED,75,280,Iowa,1988-07-06,2011,Standard,1,20,TB,30.17659137577
2017,ATL,00-0027958,6172,ClayAd00,adrian-clayborn-claybad01,Adrian Clayborn,Adrian,Clayborn,DE,ED,75,280,Iowa,1988-07-06,2011,Standard,1,20,TB,29.1800136892539
2016,ATL,00-0027958,6172,ClayAd00,adrian-clayborn-claybad01,Adrian Clayborn,Adrian,Clayborn,DE,ED,75,280,Iowa,1988-07-06,2011,Standard,1,20,TB,28.1834360027378
2015,ATL,00-0027958,6172,ClayAd00,adrian-clayborn-claybad01,Adrian Clayborn,Adrian,Clayborn,DE,DI,75,280,Iowa,1988-07-06,2011,Standard,1,20,TB,27.1868583162218
2014,TB,00-0027958,6172,ClayAd00,adrian-clayborn-claybad01,Adrian Clayborn,Adrian,Clayborn,DE,ED,75,280,Iowa,1988-07-06,2011,Standard,1,20,TB,26.1711156741958
2013,TB,00-0027958,6172,ClayAd00,adrian-clayborn-claybad01,Adrian Clayborn,Adrian,Clayborn,DE,ED,75,280,Iowa,1988-07-06,2011,Standard,1,20,TB,25.1745379876797
2018,SF,00-0033302,11983,ColbAd00,adrian-colbert-colbead01,Adrian Colbert,Adrian,Colbert,FS,S,74,205,Miami,1993-10-06,2017,Standard,7,229,SF,24.9253935660507
2017,SF,00-0033302,11983,ColbAd00,adrian-colbert-colbead01,Adrian Colbert,Adrian,Colbert,DB,S,74,205,Miami,1993-10-06,2017,Standard,7,229,SF,23.9288158795346
2019,WAS,00-0025394,3623,PeteAd01,adrian-peterson-peterad02,Adrian Peterson,Adrian,Peterson,RB,HB,73,220,Oklahoma,1985-03-21,2007,Standard,1,7,MIN,34.466803559206
2018,WAS,00-0025394,3623,PeteAd01,adrian-peterson-peterad02,Adrian Peterson,Adrian,Peterson,RB,HB,73,220,Oklahoma,1985-03-21,2007,Standard,1,7,MIN,33.4702258726899
2017,NO,00-0025394,3623,PeteAd01,adrian-peterson-peterad02,Adrian Peterson,Adrian,Peterson,RB,HB,73,220,Oklahoma,1985-03-21,2007,Standard,1,7,MIN,32.4736481861739
2016,MIN,00-0025394,3623,PeteAd01,adrian-peterson-peterad02,Adrian Peterson,Adrian,Peterson,RB,HB,73,220,Oklahoma,1985-03-21,2007,Standard,1,7,MIN,31.4770704996578
2015,MIN,00-0025394,3623,PeteAd01,adrian-peterson-peterad02,Adrian Peterson,Adrian,Peterson,RB,HB,73,220,Oklahoma,1985-03-21,2007,Standard,1,7,MIN,30.4804928131417
2014,MIN,00-0025394,3623,PeteAd01,adrian-peterson-peterad02,Adrian Peterson,Adrian,Peterson,RB,HB,73,217,Oklahoma,1985-03-21,2007,Standard,1,7,MIN,29.4647501711157
2013,MIN,00-0025394,3623,PeteAd01,adrian-peterson-peterad02,Adrian Peterson,Adrian,Peterson,RB,HB,73,217,Oklahoma,1985-03-21,2007,Standard,1,7,MIN,28.4681724845996
2021,NE,00-0031404,9177,PhilAd00,adrian-phillips-phillad01,Adrian Phillips,Adrian,Phillips,DB,S,71,210,Texas,1992-03-28,2014,Undrafted,NA,NA,LAC,29.4592744695414
2020,NE,00-0031404,9177,PhilAd00,adrian-phillips-phillad01,Adrian Phillips,Adrian,Phillips,SS,S,71,210,Texas,1992-03-28,2014,Undrafted,NA,NA,LAC,28.4626967830253
2019,LAC,00-0031404,9177,PhilAd00,adrian-phillips-phillad01,Adrian Phillips,Adrian,Phillips,DB,S,71,210,Texas,1992-03-28,2014,Undrafted,NA,NA,LAC,27.4469541409993
2018,LAC,00-0031404,9177,PhilAd00,adrian-phillips-phillad01,Adrian Phillips,Adrian,Phillips,DB,S,71,210,Texas,1992-03-28,2014,Undrafted,NA,NA,LAC,26.4503764544832
2017,LAC,00-0031404,9177,PhilAd00,adrian-phillips-phillad01,Adrian Phillips,Adrian,Phillips,FS,S,71,210,Texas,1992-03-28,2014,Undrafted,NA,NA,LAC,25.4537987679671
2016,LAC,00-0031404,9177,PhilAd00,adrian-phillips-phillad01,Adrian Phillips,Adrian,Phillips,SS,S,71,210,Texas,1992-03-28,2014,Undrafted,NA,NA,LAC,24.4572210814511
2014,NYG,00-0029281,7127,RobiAd00,adrien-robinson-robinad02,Adrien Robinson,Adrien,Robinson,TE,TE,76,264,Cincinnati,1988-09-23,2012,Standard,4,127,NYG,25.9548254620123
2013,NYG,00-0029281,7127,RobiAd00,adrien-robinson-robinad02,Adrien Robinson,Adrien,Robinson,TE,TE,76,264,Cincinnati,1988-09-23,2012,Standard,4,127,NYG,24.9582477754962
2021,SEA,00-0033783,11821,WithAh00,ahkello-witherspoon-witheah01,Ahkello Witherspoon,Ahkello,Witherspoon,CB,CB,74,195,Colorado,1995-03-21,2017,Standard,3,66,SF,26.4804928131417
2020,SF,00-0033783,11821,WithAh00,ahkello-witherspoon-witheah01,Ahkello Witherspoon,Ahkello,Witherspoon,CB,CB,74,195,Colorado,1995-03-21,2017,Standard,3,66,SF,25.4839151266256
2019,SF,00-0033783,11821,WithAh00,ahkello-witherspoon-witheah01,Ahkello Witherspoon,Ahkello,Witherspoon,CB,CB,75,195,Colorado,1995-03-21,2017,Standard,3,66,SF,24.4681724845996
2018,SF,00-0033783,11821,WithAh00,ahkello-witherspoon-witheah01,Ahkello Witherspoon,Ahkello,Witherspoon,CB,CB,75,195,Colorado,1995-03-21,2017,Standard,3,66,SF,23.4715947980835
2017,SF,00-0033783,11821,WithAh00,ahkello-witherspoon-witheah01,Ahkello Witherspoon,Ahkello,Witherspoon,CB,CB,74,195,Colorado,1995-03-21,2017,Standard,3,66,SF,22.4750171115674
2013,TB,00-0028089,6303,BlacAh00,ahmad-black-blackah01,Ahmad Black,Ahmad,Black,FS,S,69,184,Florida,1989-12-12,2011,Standard,5,151,TB,23.7399041752224
2014,IND,00-0025637,3866,BradAh00,ahmad-bradshaw-bradsah01,Ahmad Bradshaw,Ahmad,Bradshaw,RB,HB,70,217,Marshall,1986-03-19,2007,Standard,7,250,NYG,28.4709103353867
2013,IND,00-0025637,3866,BradAh00,ahmad-bradshaw-bradsah01,Ahmad Bradshaw,Ahmad,Bradshaw,RB,HB,70,214,Marshall,1986-03-19,2007,Standard,7,250,NYG,27.4743326488706
2016,SF,00-0024495,2945,BrooAh21,ahmad-brooks-brookah02,Ahmad Brooks,Ahmad,Brooks,OLB,ED,75,259,Virginia,1984-03-14,2006,Supplemental,3,NA,CIN,32.4955509924709
2015,SF,00-0024495,2945,BrooAh21,ahmad-brooks-brookah02,Ahmad Brooks,Ahmad,Brooks,OLB,ED,75,259,Virginia,1984-03-14,2006,Supplemental,3,NA,CIN,31.4989733059548
2014,SF,00-0024495,2945,BrooAh21,ahmad-brooks-brookah02,Ahmad Brooks,Ahmad,Brooks,OLB,ED,75,259,Virginia,1984-03-14,2006,Supplemental,3,NA,CIN,30.4832306639288
2013,SF,00-0024495,2945,BrooAh21,ahmad-brooks-brookah02,Ahmad Brooks,Ahmad,Brooks,OLB,ED,75,259,Virginia,1984-03-14,2006,Supplemental,3,NA,CIN,29.4866529774127
2014,DAL,00-0031096,8882,DixoAh00,ahmad-dixon-dixonah01,Ahmad Dixon,Ahmad,Dixon,DB,S,72,205,Baylor,1991-09-05,2014,Standard,7,248,DAL,23.006160164271
2016,SEA,00-0026330,4504,RubiAh99,ahtyba-rubin-rubinah01,Ahtyba Rubin,Ahtyba,Rubin,DT,DI,74,310,Iowa State,1986-07-25,2008,Standard,6,190,CLE,30.1327857631759
2015,SEA,00-0026330,4504,RubiAh99,ahtyba-rubin-rubinah01,Ahtyba Rubin,Ahtyba,Rubin,DT,DI,74,325,Iowa State,1986-07-25,2008,Standard,6,190,CLE,29.1362080766598
2014,CLE,00-0026330,4504,RubiAh99,ahtyba-rubin-rubinah01,Ahtyba Rubin,Ahtyba,Rubin,NT,DI,74,325,Iowa State,1986-07-25,2008,Standard,6,190,CLE,28.1204654346338
2013,CLE,00-0026330,4504,RubiAh99,ahtyba-rubin-rubinah01,Ahtyba Rubin,Ahtyba,Rubin,DE,DI,74,330,Iowa State,1986-07-25,2008,Standard,6,190,CLE,27.1238877481177
2020,DEN,00-0030228,8110,BouyA.00,aj-bouye-bouyeaj01,A.J. Bouye,A.J.,Bouye,CB,CB,72,191,Central Florida,1991-08-16,2013,Undrafted,NA,NA,HOU,29.07871321013
2019,JAX,00-0030228,8110,BouyA.00,aj-bouye-bouyeaj01,A.J. Bouye,A.J.,Bouye,CB,CB,72,191,Central Florida,1991-08-16,2013,Undrafted,NA,NA,HOU,28.062970568104
2018,JAX,00-0030228,8110,BouyA.00,aj-bouye-bouyeaj01,A.J. Bouye,A.J.,Bouye,CB,CB,72,191,Central Florida,1991-08-16,2013,Undrafted,NA,NA,HOU,27.066392881588
2017,JAX,00-0030228,8110,BouyA.00,aj-bouye-bouyeaj01,A.J. Bouye,A.J.,Bouye,CB,CB,72,191,Central Florida,1991-08-16,2013,Undrafted,NA,NA,HOU,26.0698151950719
2016,HOU,00-0030228,8110,BouyA.00,aj-bouye-bouyeaj01,A.J. Bouye,A.J.,Bouye,CB,CB,72,191,Central Florida,1991-08-16,2013,Undrafted,NA,NA,HOU,25.0732375085558
2015,HOU,00-0030228,8110,BouyA.00,aj-bouye-bouyeaj01,A.J. Bouye,A.J.,Bouye,CB,CB,72,191,Central Florida,1991-08-16,2013,Undrafted,NA,NA,HOU,24.0766598220397
2014,HOU,00-0030228,8110,BouyA.00,aj-bouye-bouyeaj01,A.J. Bouye,A.J.,Bouye,CB,CB,72,191,Central Florida,1991-08-16,2013,Undrafted,NA,NA,HOU,23.0609171800137
2013,HOU,00-0030228,8110,BouyA.00,aj-bouye-bouyeaj01,A.J. Bouye,A.J.,Bouye,CB,CB,72,191,Central Florida,1991-08-16,2013,Undrafted,NA,NA,HOU,22.0643394934976
2021,TEN,00-0035676,48327,BrowAJ00,aj-brown-brownaj01,A.J. Brown,A.J.,Brown,WR,WR,73,226,Mississippi,1997-06-30,2019,Standard,2,51,TEN,24.2026009582478
2020,TEN,00-0035676,48327,BrowAJ00,aj-brown-brownaj01,A.J. Brown,A.J.,Brown,WR,WR,72,226,Mississippi,1997-06-30,2019,Standard,2,51,TEN,23.2060232717317
2019,TEN,00-0035676,48327,BrowAJ00,aj-brown-brownaj01,A.J. Brown,A.J.,Brown,WR,WR,73,226,Mississippi,1997-06-30,2019,Standard,2,51,TEN,22.1902806297057
2020,JAX,00-0032255,9500,CannA.00,aj-cann-cannaj01,A.J. Cann,A.J.,Cann,G,G,75,325,South Carolina,1991-10-23,2015,Standard,3,67,JAX,28.8925393566051
2019,JAX,00-0032255,9500,CannA.00,aj-cann-cannaj01,A.J. Cann,A.J.,Cann,OG,G,75,315,South Carolina,1991-10-23,2015,Standard,3,67,JAX,27.8767967145791
2018,JAX,00-0032255,9500,CannA.00,aj-cann-cannaj01,A.J. Cann,A.J.,Cann,OG,G,75,315,South Carolina,1991-10-23,2015,Standard,3,67,JAX,26.880219028063
2017,JAX,00-0032255,9500,CannA.00,aj-cann-cannaj01,A.J. Cann,A.J.,Cann,OG,G,75,325,South Carolina,1991-10-23,2015,Standard,3,67,JAX,25.8836413415469
2016,JAX,00-0032255,9500,CannA.00,aj-cann-cannaj01,A.J. Cann,A.J.,Cann,OG,G,75,317,South Carolina,1991-10-23,2015,Standard,3,67,JAX,24.8870636550308
2015,JAX,00-0032255,9500,CannA.00,aj-cann-cannaj01,A.J. Cann,A.J.,Cann,OG,G,75,315,South Carolina,1991-10-23,2015,Standard,3,67,JAX,23.8904859685147
2021,LV,00-0035190,36038,ColeAJ01,aj-cole-coleaj01,AJ Cole,AJ,Cole,P,P,76,220,North Carolina State,1995-11-27,2019,Undrafted,NA,NA,LV,25.7932922655715
2020,LV,00-0035190,36038,ColeAJ01,aj-cole-coleaj01,A.J. Cole,A.J.,Cole,P,P,76,220,North Carolina State,1995-11-27,2019,Undrafted,NA,NA,LV,24.7967145790554
2019,LV,00-0035190,36038,ColeAJ01,aj-cole-coleaj01,A.J. Cole,A.J.,Cole,P,P,76,220,North Carolina State,1995-11-27,2019,Undrafted,NA,NA,LV,23.7809719370294
2018,MIA,00-0031609,9635,DerbA.00,aj-derby-derbyaj01,A.J. Derby,A.J.,Derby,TE,TE,77,240,Arkansas,1991-09-20,2015,Standard,6,202,NE,26.9705681040383
2017,DEN,00-0031609,9635,DerbA.00,aj-derby-derbyaj01,A.J. Derby,A.J.,Derby,TE,TE,77,255,Arkansas,1991-09-20,2015,Standard,6,202,NE,25.9739904175222
2016,NE,00-0031609,9635,DerbA.00,aj-derby-derbyaj01,A.J. Derby,A.J.,Derby,TE,TE,77,255,Arkansas,1991-09-20,2015,Standard,6,202,NE,24.9774127310062
2021,GB,00-0036265,57165,DillAJ00,aj-dillon-dilloaj01,AJ Dillon,AJ,Dillon,RB,HB,72,247,Boston College,1998-05-02,2020,Standard,2,62,GB,23.3648186173854
2020,GB,00-0036265,57165,DillAJ00,aj-dillon-dilloaj01,A.J. Dillon,A.J.,Dillon,RB,HB,73,250,Boston College,1998-05-02,2020,Standard,2,62,GB,22.3682409308693
2021,BUF,00-0036192,56369,EpenAJ00,aj-epenesa-epeneaj01,A.J. Epenesa,A.J.,Epenesa,DE,ED,78,260,Iowa,1998-09-15,2020,Standard,2,54,BUF,22.9924709103354
2020,BUF,00-0036192,56369,EpenAJ00,aj-epenesa-epeneaj01,A.J. Epenesa,A.J.,Epenesa,DE,ED,77,280,Iowa,1998-09-15,2020,Standard,2,54,BUF,21.9958932238193
2015,MIA,00-0029972,8261,FranA.00,aj-francis-francaj01,A.J. Francis,A.J.,Francis,DT,DI,77,330,Maryland,1990-05-07,2013,Undrafted,NA,NA,MIA,25.3524982888433
2021,ARI,00-0027942,6156,GreeA.00,aj-green-greenaj02,A.J. Green,A.J.,Green,WR,WR,76,207,Georgia,1988-07-31,2011,Standard,1,4,CIN,33.1170431211499
2020,CIN,00-0027942,6156,GreeA.00,aj-green-greenaj02,A.J. Green,A.J.,Green,WR,WR,76,210,Georgia,1988-07-31,2011,Standard,1,4,CIN,32.1204654346338
2019,CIN,00-0027942,6156,GreeA.00,aj-green-greenaj02,A.J. Green,A.J.,Green,WR,WR,76,210,Georgia,1988-07-31,2011,Standard,1,4,CIN,31.1047227926078
2018,CIN,00-0027942,6156,GreeA.00,aj-green-greenaj02,A.J. Green,A.J.,Green,WR,WR,76,210,Georgia,1988-07-31,2011,Standard,1,4,CIN,30.1081451060917
2017,CIN,00-0027942,6156,GreeA.00,aj-green-greenaj02,A.J. Green,A.J.,Green,WR,WR,76,210,Georgia,1988-07-31,2011,Standard,1,4,CIN,29.1115674195756
2016,CIN,00-0027942,6156,GreeA.00,aj-green-greenaj02,A.J. Green,A.J.,Green,WR,WR,76,210,Georgia,1988-07-31,2011,Standard,1,4,CIN,28.1149897330595
2015,CIN,00-0027942,6156,GreeA.00,aj-green-greenaj02,A.J. Green,A.J.,Green,WR,WR,76,207,Georgia,1988-07-31,2011,Standard,1,4,CIN,27.1184120465435
2014,CIN,00-0027942,6156,GreeA.00,aj-green-greenaj02,A.J. Green,A.J.,Green,WR,WR,76,207,Georgia,1988-07-31,2011,Standard,1,4,CIN,26.1026694045175
2013,CIN,00-0027942,6156,GreeA.00,aj-green-greenaj02,A.J. Green,A.J.,Green,WR,WR,76,207,Georgia,1988-07-31,2011,Standard,1,4,CIN,25.1060917180014
2021,CLE,00-0036114,50394,GreeAJ00,aj-green-greenaj04,A.J. Green,A.J.,Green,CB,CB,74,198,Oklahoma State,1998-06-09,2020,Undrafted,NA,NA,CLE,23.2607802874743
2015,CIN,00-0024220,2950,HawkA.20,aj-hawk-hawkaj01,A.J. Hawk,A.J.,Hawk,OLB,LB,73,240,Ohio State,1984-01-06,2006,Standard,1,5,GB,31.6851471594798
2014,GB,00-0024220,2950,HawkA.20,aj-hawk-hawkaj01,A.J. Hawk,A.J.,Hawk,ILB,LB,73,235,Ohio State,1984-01-06,2006,Standard,1,5,GB,30.6694045174538
2013,GB,00-0024220,2950,HawkA.20,aj-hawk-hawkaj01,A.J. Hawk,A.J.,Hawk,ILB,LB,73,247,Ohio State,1984-01-06,2006,Standard,1,5,GB,29.6728268309377
2018,ARI,00-0034476,49046,HowaA.00,aj-howard-howaraj01,A.J. Howard,A.J.,Howard,DB,S,71,185,Appalachian State,1995-12-23,2018,Undrafted,NA,NA,ARI,22.7132101300479
2014,KC,00-0029654,7034,JenkA.00,aj-jenkins-jenkiaj02,A.J. Jenkins,A.J.,Jenkins,WR,WR,72,200,Illinois,1989-09-08,2012,Standard,1,30,SF,24.9965776865161
2013,KC,00-0029654,7034,JenkA.00,aj-jenkins-jenkiaj02,A.J. Jenkins,A.J.,Jenkins,WR,WR,72,200,Illinois,1989-09-08,2012,Standard,1,30,SF,24
2021,DEN,00-0034887,15267,JohnA.00,aj-johnson-johnsaj02,A.J. Johnson,A.J.,Johnson,LB,LB,74,255,Tennessee,1991-12-24,2018,Undrafted,NA,NA,DEN,29.719370294319
2020,DEN,00-0034887,15267,JohnA.00,aj-johnson-johnsaj02,A.J. Johnson,A.J.,Johnson,LB,LB,74,255,Tennessee,1991-12-24,2018,Undrafted,NA,NA,DEN,28.7227926078029
2019,DEN,00-0034887,15267,JohnA.00,aj-johnson-johnsaj02,A.J. Johnson,A.J.,Johnson,LB,LB,74,255,Tennessee,1991-12-24,2018,Undrafted,NA,NA,DEN,27.7070499657769
2018,DEN,00-0034887,15267,JohnA.00,aj-johnson-johnsaj02,A.J. Johnson,A.J.,Johnson,LB,LB,74,255,Tennessee,1991-12-24,2018,Undrafted,NA,NA,DEN,26.7104722792608
2021,BUF,00-0030463,7930,KleiAJ00,aj-klein-kleinaj01,A.J. Klein,A.J.,Klein,LB,LB,73,240,Iowa State,1991-07-30,2013,Standard,5,148,CAR,30.1218343600274
2020,BUF,00-0030463,7930,KleiAJ00,aj-klein-kleinaj01,A.J. Klein,A.J.,Klein,LB,LB,73,240,Iowa State,1991-07-30,2013,Standard,5,148,CAR,29.1252566735113
2019,NO,00-0030463,7930,KleiAJ00,aj-klein-kleinaj01,A.J. Klein,A.J.,Klein,OLB,LB,73,240,Iowa State,1991-07-30,2013,Standard,5,148,CAR,28.1095140314853
2018,NO,00-0030463,7930,KleiAJ00,aj-klein-kleinaj01,A.J. Klein,A.J.,Klein,OLB,LB,73,240,Iowa State,1991-07-30,2013,Standard,5,148,CAR,27.1129363449692
2017,NO,00-0030463,7930,KleiAJ00,aj-klein-kleinaj01,A.J. Klein,A.J.,Klein,OLB,LB,73,240,Iowa State,1991-07-30,2013,Standard,5,148,CAR,26.1163586584531
2016,CAR,00-0030463,7930,KleiAJ00,aj-klein-kleinaj01,A.J. Klein,A.J.,Klein,MLB,LB,73,240,Iowa State,1991-07-30,2013,Standard,5,148,CAR,25.119780971937
2015,CAR,00-0030463,7930,KleiAJ00,aj-klein-kleinaj01,A.J. Klein,A.J.,Klein,MLB,LB,73,240,Iowa State,1991-07-30,2013,Standard,5,148,CAR,24.1232032854209
2014,CAR,00-0030463,7930,KleiAJ00,aj-klein-kleinaj01,A.J. Klein,A.J.,Klein,OLB,LB,73,245,Iowa State,1991-07-30,2013,Standard,5,148,CAR,23.1074606433949
2013,CAR,00-0030463,7930,KleiAJ00,aj-klein-kleinaj01,A.J. Klein,A.J.,Klein,ILB,LB,73,245,Iowa State,1991-07-30,2013,Standard,5,148,CAR,22.1108829568789
2020,HOU,00-0031288,8799,McCaA.00,aj-mccarron-mccaraj01,AJ McCarron,AJ,McCarron,QB,QB,75,220,Alabama,1990-09-13,2014,Standard,5,164,CIN,30.0013689253936
2019,HOU,00-0031288,8799,McCaA.00,aj-mccarron-mccaraj01,AJ McCarron,AJ,McCarron,QB,QB,75,215,Alabama,1990-09-13,2014,Standard,5,164,CIN,28.9856262833676
2018,LV,00-0031288,8799,McCaA.00,aj-mccarron-mccaraj01,AJ McCarron,AJ,McCarron,QB,QB,75,215,Alabama,1990-09-13,2014,Standard,5,164,CIN,27.9890485968515
2017,CIN,00-0031288,8799,McCaA.00,aj-mccarron-mccaraj01,AJ McCarron,AJ,McCarron,QB,QB,75,215,Alabama,1990-09-13,2014,Standard,5,164,CIN,26.9924709103354
2016,CIN,00-0031288,8799,McCaA.00,aj-mccarron-mccaraj01,AJ McCarron,AJ,McCarron,QB,QB,75,220,Alabama,1990-09-13,2014,Standard,5,164,CIN,25.9958932238193
2015,CIN,00-0031288,8799,McCaA.00,aj-mccarron-mccaraj01,AJ McCarron,AJ,McCarron,QB,QB,75,210,Alabama,1990-09-13,2014,Standard,5,164,CIN,24.9993155373032
2021,HOU,00-0034594,51146,MoorA.00,aj-moore-mooreaj01,A.J. Moore,A.J.,Moore,DB,S,71,202,Mississippi,1995-12-15,2018,Undrafted,NA,NA,NE,25.7440109514031
2020,HOU,00-0034594,51146,MoorA.00,aj-moore-mooreaj01,A.J. Moore,A.J.,Moore,DB,S,71,202,Mississippi,1995-12-15,2018,Undrafted,NA,NA,NE,24.7474332648871
2019,HOU,00-0034594,51146,MoorA.00,aj-moore-mooreaj01,A.J. Moore,A.J.,Moore,DB,S,71,200,Mississippi,1995-12-15,2018,Undrafted,NA,NA,NE,23.7316906228611
2021,DET,00-0036752,55983,ParkAJ00,aj-parker-parkeaj01,AJ Parker,AJ,Parker,CB,CB,71,178,Kansas State,1998-02-15,2021,Undrafted,NA,NA,DET,23.5728952772074
2015,BUF,00-0031642,9738,TarpA.00,aj-tarpley-tarplaj01,A.J. Tarpley,A.J.,Tarpley,OLB,LB,72,232,Stanford,1992-04-30,2015,Undrafted,NA,NA,BUF,23.3702943189596
2021,ATL,00-0036285,55586,TerrAJ00,aj-terrell-terreaj01,A.J. Terrell,A.J.,Terrell,CB,CB,73,195,Clemson,1998-09-23,2020,Standard,1,16,ATL,22.9705681040383
2020,ATL,00-0036285,55586,TerrAJ00,aj-terrell-terreaj01,A.J. Terrell,A.J.,Terrell,CB,CB,74,190,Clemson,1998-09-23,2020,Standard,1,16,ATL,21.9739904175222
2015,LA,00-0027977,6191,AyerAk00,akeem-ayers-ayersak01,Akeem Ayers,Akeem,Ayers,OLB,LB,75,255,UCLA,1989-07-10,2011,Standard,2,39,TEN,26.17659137577
2014,TEN,00-0027977,6191,AyerAk00,akeem-ayers-ayersak01,Akeem Ayers,Akeem,Ayers,MLB,ED,75,255,UCLA,1989-07-10,2011,Standard,2,39,TEN,25.160848733744
2013,TEN,00-0027977,6191,AyerAk00,akeem-ayers-ayersak01,Akeem Ayers,Akeem,Ayers,OLB,LB,75,253,UCLA,1989-07-10,2011,Standard,2,39,TEN,24.1642710472279
2014,WAS,00-0030644,9127,DaviAk00,akeem-davis-davisak01,Akeem Davis,Akeem,Davis,DB,S,73,200,Memphis,1989-12-25,2014,Undrafted,NA,NA,WAS,24.7008898015058
2021,CIN,00-0036298,34788,DaviAk01,akeem-davis-davisak02,Akeem Davis-Gaither,Akeem,Davis-Gaither,LB,LB,74,215,Appalachian State,1997-09-21,2020,Standard,4,107,CIN,23.9753593429158
2020,CIN,00-0036298,34788,DaviAk01,akeem-davis-davisak02,Akeem Davis-Gaither,Akeem,Davis-Gaither,LB,LB,74,215,Appalachian State,1997-09-21,2020,Standard,4,107,CIN,22.9787816563997
2016,HOU,00-0028029,6243,DentAk00,akeem-dent-dentak01,Akeem Dent,Akeem,Dent,OLB,LB,73,250,Georgia,1987-09-27,2011,Standard,3,91,ATL,28.9582477754962
2015,HOU,00-0028029,6243,DentAk00,akeem-dent-dentak01,Akeem Dent,Akeem,Dent,ILB,LB,73,239,Georgia,1987-09-27,2011,Standard,3,91,ATL,27.9616700889801
2014,HOU,00-0028029,6243,DentAk00,akeem-dent-dentak01,Akeem Dent,Akeem,Dent,ILB,LB,73,239,Georgia,1987-09-27,2011,Standard,3,91,ATL,26.9459274469541
2013,ATL,00-0028029,6243,DentAk00,akeem-dent-dentak01,Akeem Dent,Akeem,Dent,MLB,LB,73,239,Georgia,1987-09-27,2011,Standard,3,91,ATL,25.9493497604381
2017,HOU,00-0031743,9839,HuntAk01,akeem-hunt-huntak01,Akeem Hunt,Akeem,Hunt,RB,HB,70,185,Purdue,1993-02-22,2015,Undrafted,NA,NA,NYG,24.5475701574264
